distance_km,engine_size,cylinders,driving_style,elevation_change,fuel_type,temperature,fuel_consumption
263.93,3.0,6,1,94.77,1,41.84,33.52
452.2,2.0,4,0,344.56,1,20.25,45.03
486.37,2.4,4,1,115.27,0,36.6,58.19
164.15,1.8,4,1,410.48,0,9.05,9.79
286.65,3.5,6,1,85.19,1,43.57,34.8
177.36,2.0,4,0,233.82,1,32.71,15.39
93.76,3.0,6,2,321.3,1,8.14,15.0
15.97,1.6,4,0,236.5,1,18.38,1.2
449.67,2.0,4,2,-345.48,0,27.33,48.57
489.56,6.2,8,2,-89.71,0,2.86,94.71
98.38,5.0,8,1,-388.39,0,30.52,11.82
498.93,3.8,6,2,-219.35,0,31.25,71.77
296.93,2.4,4,0,-143.52,1,16.15,22.77
166.9,6.5,12,1,121.3,1,33.72,37.06
186.81,3.5,6,0,-87.71,1,44.4,25.19
459.53,1.5,3,2,275.96,1,11.28,58.55
158.72,2.5,4,0,151.89,0,25.48,15.56
170.84,1.5,4,2,-163.9,1,12.18,15.5
54.52,3.3,6,2,-18.7,0,35.35,8.35
93.76,5.0,8,1,277.74,1,11.01,14.28
196.11,2.0,4,2,-201.41,1,1.7,22.05
381.32,2.0,4,0,193.29,1,31.84,34.14
7.32,6.7,12,2,-48.03,0,33.74,1.53
445.84,2.0,4,0,-484.13,1,4.96,32.53
356.09,4.4,8,1,-496.55,0,24.4,38.8
198.87,2.0,4,1,-193.14,1,23.74,16.93
244.48,2.8,4,2,-255.64,1,20.58,30.47
353.08,1.5,3,1,246.1,0,31.79,36.4
331.5,1.6,4,0,46.58,1,41.85,25.85
122.67,3.5,6,1,73.98,0,8.5,14.59
125.26,4.0,8,0,142.07,1,29.72,14.64
217.54,4.0,8,1,489.42,0,26.4,40.56
70.92,1.2,3,2,-145.44,0,29.24,6.65
179.07,2.0,4,1,41.72,1,22.58,15.84
473.92,1.5,4,2,-209.72,0,15.81,43.18
367.47,5.0,8,2,-53.35,0,12.75,57.29
138.07,6.2,8,2,-348.84,1,12.29,22.15
440.3,2.0,4,0,-8.51,1,14.82,40.73
496.99,3.6,6,2,-364.12,1,19.23,78.64
154.95,3.6,6,2,-435.57,1,29.62,20.34
327.2,3.0,6,1,30.53,1,3.33,33.11
427.27,5.7,8,2,-428.11,1,13.18,66.66
75.51,3.5,6,1,26.34,0,32.87,10.54
101.37,3.5,6,0,-228.67,0,20.48,8.93
72.4,4.4,8,2,220.51,1,25.75,12.14
260.48,3.6,6,2,10.65,0,44.17,48.3
421.71,3.0,6,2,-429.35,0,15.03,60.49
129.55,2.5,4,2,359.44,1,31.94,12.22
434.38,5.0,8,1,-426.9,0,33.84,52.7
326.35,2.0,4,1,-275.29,1,29.19,27.64
113.96,3.0,6,1,250.1,1,40.35,13.36
67.31,6.7,12,0,228.65,1,43.21,11.43
14.36,2.0,4,0,118.09,0,5.35,1.18
171.84,3.6,6,0,97.19,1,40.38,17.57
89.65,3.6,6,0,193.53,1,6.64,9.13
284.89,5.0,8,1,46.33,1,13.26,37.96
51.61,3.0,4,1,365.34,0,3.95,5.33
386.67,2.0,4,1,-152.56,0,19.14,24.11
430.51,2.0,4,1,296.71,1,44.32,41.33
483.44,2.0,4,2,181.09,1,19.16,56.02
492.01,3.0,6,1,16.54,1,36.97,69.93
412.4,2.0,4,0,486.48,1,42.48,46.15
382.63,2.5,4,2,-301.91,0,2.02,23.86
289.4,2.5,4,0,40.43,0,0.18,21.64
485.87,2.4,4,1,494.66,0,22.64,63.17
337.64,1.5,4,0,363.51,1,7.29,26.62
487.76,4.4,8,1,9.08,1,37.74,57.44
158.87,2.0,4,2,-25.56,0,24.3,15.72
478.61,6.5,12,0,-132.6,1,12.39,85.27
36.15,3.0,6,1,-182.69,0,29.55,3.92
77.07,4.4,8,0,445.1,1,28.38,10.49
467.34,5.0,8,1,-174.79,1,44.31,62.06
447.26,2.0,4,1,127.55,1,18.59,35.63
18.84,5.3,8,0,370.59,1,5.7,2.98
420.76,5.7,8,1,346.81,1,6.34,71.57
35.14,2.5,4,2,-127.06,1,0.8,3.66
11.64,2.0,4,2,-84.34,1,1.92,1.19
273.48,6.4,8,2,197.81,1,39.41,50.71
74.53,2.0,4,0,-313.7,0,39.87,6.28
321.03,4.4,8,1,-361.98,0,16.36,41.26
420.9,2.0,4,2,276.35,0,14.4,50.67
480.13,3.3,6,2,-132.75,1,26.77,69.85
19.22,1.6,4,1,341.6,0,6.52,2.06
51.81,3.5,6,1,-439.54,1,6.56,4.77
324.67,3.0,6,2,-124.93,1,8.71,52.74
201.76,2.0,4,0,421.48,1,32.44,14.25
322.62,2.0,4,1,-117.86,1,2.03,30.72
354.85,2.5,4,2,-286.83,1,6.15,34.77
183.61,2.0,4,2,-468.91,0,23.12,18.81
37.88,1.5,4,0,-41.03,0,6.98,3.01
209.64,2.5,4,0,-448.08,0,10.29,9.72
279.26,1.5,3,0,304.92,1,41.45,22.55
255.39,6.2,8,0,69.9,0,27.48,32.38
456.24,2.0,4,0,-464.22,0,35.5,38.84
383.45,1.5,4,2,356.75,0,4.88,29.07
183.39,2.0,4,2,219.14,1,8.87,27.65
226.32,2.5,4,1,-86.66,0,18.01,18.59
97.52,3.0,6,1,-415.01,0,5.89,9.35
264.21,5.3,8,1,270.85,1,29.9,39.13
16.47,3.5,6,0,-104.56,0,27.23,1.39
67.05,2.0,4,2,9.8,1,41.08,7.29
333.63,6.6,12,0,3.66,0,33.62,47.42
277.25,4.0,8,2,-247.9,1,0.31,57.91
18.77,3.0,6,2,-412.35,0,28.06,3.44
312.57,1.5,4,1,393.08,1,30.3,18.65
55.93,2.4,4,2,447.38,0,14.12,8.24
120.96,3.0,6,1,-387.75,0,9.77,11.78
410.89,3.6,6,0,-430.58,0,37.45,42.0
458.04,3.3,6,0,248.78,0,44.57,52.09
192.83,2.0,4,2,-182.04,1,41.88,21.5
413.61,3.7,6,0,-164.71,0,33.64,42.77
409.54,2.0,4,0,-192.4,0,22.29,31.5
353.75,4.0,8,1,-174.08,1,38.86,50.14
142.68,2.9,6,1,-44.14,0,0.3,17.07
304.11,3.0,6,2,-87.85,0,25.99,43.47
351.96,5.0,8,0,407.19,0,15.39,44.58
125.71,2.0,4,1,378.74,1,14.66,15.06
17.95,2.0,4,2,-7.63,1,8.88,2.07
77.92,2.0,4,2,166.72,1,15.57,7.88
144.67,3.0,6,2,344.45,1,23.61,23.1
348.99,2.0,4,2,-77.28,0,12.31,39.68
369.7,6.5,12,2,110.65,1,5.3,85.57
99.75,6.2,8,1,-465.46,0,28.59,12.91
461.64,2.0,4,2,-277.37,0,43.79,51.53
248.16,2.0,4,1,398.79,0,38.43,29.71
72.81,3.0,6,1,-150.51,1,42.11,9.94
215.66,1.6,4,1,-175.54,1,31.8,16.1
440.29,3.6,6,2,-410.38,0,23.89,61.29
309.49,4.4,8,1,-239.11,0,35.1,37.47
340.3,1.3,3,0,200.48,1,32.11,24.76
264.18,2.5,4,2,339.08,1,21.54,40.01
284.37,2.0,4,0,461.62,0,35.77,28.81
125.71,2.0,4,2,253.33,0,7.05,20.47
83.74,5.3,8,2,-40.97,0,23.81,14.65
322.52,2.0,4,2,-378.79,0,34.95,33.17
311.02,4.4,8,1,-148.39,0,17.34,41.91
444.24,1.6,4,1,-462.59,1,29.49,26.15
358.04,2.0,4,1,-492.32,1,23.8,28.38
324.11,2.5,4,2,426.09,1,28.76,55.03
387.74,3.5,6,0,308.78,1,14.37,40.26
226.7,3.0,6,0,-137.26,1,7.77,25.13
293.43,5.6,8,2,-210.32,0,24.53,42.89
52.06,2.0,4,1,-458.34,1,9.69,4.06
273.48,2.0,4,0,383.04,1,0.2,26.71
245.17,4.4,8,2,-18.17,1,31.24,42.83
53.88,6.6,12,0,-336.46,1,18.14,7.38
306.4,2.0,4,2,-316.3,1,37.94,34.39
283.44,3.5,6,2,474.72,1,19.84,46.17
203.65,1.6,4,2,-22.71,0,5.1,18.72
49.51,4.4,8,2,-270.69,0,2.38,8.05
437.57,2.5,4,2,50.46,0,34.19,50.07
99.21,2.0,4,1,235.16,1,3.85,8.52
437.43,2.0,4,0,187.95,1,22.53,44.09
122.76,1.5,4,2,424.91,0,6.09,16.24
449.61,3.5,6,1,-173.16,1,8.23,53.62
327.96,2.0,4,1,-250.96,1,24.1,16.95
22.35,3.5,6,0,-216.54,1,6.77,2.0
21.23,2.0,4,2,325.42,0,43.3,3.39
11.66,3.6,6,0,30.37,0,19.35,1.11
473.71,2.0,4,0,-490.92,0,21.36,30.76
106.99,3.6,6,0,235.27,0,41.0,11.17
287.29,3.0,4,1,415.09,1,29.56,29.64
347.74,2.5,4,2,-163.94,0,38.2,50.09
327.15,2.5,4,2,337.85,1,1.99,22.56
203.98,3.8,6,1,447.36,1,5.47,32.1
155.29,2.0,4,1,224.47,0,17.62,15.09
406.68,2.5,4,0,-162.13,1,27.64,35.43
306.53,2.4,4,1,25.53,1,37.27,31.47
414.86,1.6,4,0,-371.26,1,7.97,25.36
304.65,3.0,6,1,235.53,1,36.24,44.81
312.62,2.0,4,0,-221.65,0,7.14,27.01
418.34,1.4,4,0,462.47,1,5.41,33.22
379.15,2.0,4,0,358.22,1,26.41,33.2
433.91,1.5,4,2,-114.18,1,0.57,41.34
326.6,1.4,4,1,-349.51,0,20.86,20.67
281.88,3.0,6,2,23.72,1,1.06,36.47
175.46,2.0,4,0,-58.62,0,6.0,16.94
144.59,3.8,6,1,-62.99,1,17.5,15.76
487.56,3.0,6,2,-14.58,0,42.14,70.23
454.89,2.0,4,1,156.17,1,33.63,44.82
281.08,2.0,4,0,-14.8,1,18.12,21.8
52.73,3.8,6,2,-384.92,0,5.59,8.12
163.8,2.5,4,0,77.63,0,30.5,10.66
75.7,2.0,4,2,-361.19,0,23.2,9.94
76.08,1.5,4,1,389.78,0,33.54,7.02
322.82,3.6,6,0,-448.88,0,34.48,27.66
118.74,2.0,4,1,-469.01,1,15.39,9.21
269.92,4.6,8,2,-272.54,1,25.4,47.93
281.86,1.5,4,0,117.69,1,18.68,21.54
327.73,2.0,4,1,259.14,1,8.75,37.57
330.07,4.0,8,0,357.98,1,27.79,45.15
105.06,4.0,8,0,423.03,0,39.36,16.44
214.67,2.5,4,0,-29.15,1,31.1,18.4
264.44,2.0,4,2,-98.67,1,30.91,31.47
405.23,3.0,4,1,185.95,0,5.2,37.21
317.62,3.0,6,2,351.53,0,7.88,51.44
442.83,5.3,8,1,-114.63,1,9.75,70.8
478.95,3.0,6,0,-28.16,0,6.7,48.36
294.89,3.0,6,2,199.2,1,9.5,44.48
371.68,1.5,4,1,-235.65,0,28.23,15.94
282.76,2.0,4,0,272.05,0,34.44,27.38
265.58,1.4,4,0,421.85,0,1.08,20.24
467.4,3.6,6,0,-308.49,1,13.65,41.54
379.28,3.6,6,1,257.49,1,32.93,69.05
18.93,2.0,4,0,323.17,1,43.08,0.98
68.95,3.6,6,1,453.58,1,31.27,9.75
434.47,4.4,8,2,-125.3,1,16.47,75.8
404.61,5.3,8,2,432.14,0,44.08,82.05
233.05,2.0,4,0,-17.89,0,24.54,18.24
118.14,4.0,6,0,-313.94,1,8.19,14.62
267.55,2.0,4,1,-176.34,1,36.52,24.92
311.72,3.0,6,1,495.18,1,33.86,40.87
335.21,2.4,4,1,410.44,0,17.45,41.93
182.6,2.0,4,0,-329.9,0,40.56,11.92
137.33,2.9,6,1,19.73,1,33.86,17.03
135.78,2.4,4,2,126.92,0,31.47,18.98
194.14,2.0,4,2,415.3,0,28.19,30.72
395.32,2.0,4,1,161.26,1,2.47,39.09
491.81,2.4,4,0,128.86,1,20.27,42.38
39.53,3.0,6,2,-315.22,1,1.03,6.52
499.8,1.5,4,1,-176.27,1,5.08,46.36
90.98,2.0,4,0,229.22,1,40.97,8.75
253.47,2.4,4,1,220.54,1,23.71,27.12
293.4,3.6,6,1,-361.41,1,26.99,31.24
334.18,4.4,8,2,323.21,0,19.43,58.81
299.81,1.5,4,1,20.98,0,30.36,14.88
394.04,1.6,4,2,-164.17,0,6.62,24.03
206.62,2.3,4,0,-463.8,1,41.58,19.5
296.66,2.0,4,1,-360.93,1,1.86,27.65
212.23,3.0,6,1,469.34,1,35.45,31.35
426.09,3.3,6,1,307.52,0,22.74,54.01
250.53,3.0,6,0,-438.14,1,2.98,19.09
317.87,2.5,4,1,299.83,0,17.41,23.24
193.79,3.0,6,1,-426.44,0,15.46,19.59
214.82,4.4,8,0,195.71,1,32.11,23.95
340.59,3.0,6,1,-60.63,0,44.52,48.66
468.74,3.5,6,1,214.03,1,19.11,53.45
419.08,2.5,4,0,298.54,0,39.65,42.03
428.96,3.6,6,0,-251.73,1,14.55,35.06
351.74,2.0,4,1,-94.0,1,0.46,32.11
422.9,2.0,4,0,-272.56,1,5.87,24.9
125.73,2.0,4,1,416.75,0,31.23,13.26
286.83,2.5,4,2,382.71,1,36.71,37.19
61.44,2.0,4,0,351.84,1,22.38,4.46
151.09,3.5,6,2,-260.85,1,14.73,18.59
249.0,2.0,4,1,388.66,1,4.32,25.82
285.99,5.0,8,0,-115.27,0,24.42,29.18
354.51,5.0,8,1,-439.89,0,36.76,42.04
26.92,3.0,6,1,-78.14,1,4.99,2.67
468.46,1.4,4,0,217.24,1,9.6,44.26
312.57,5.3,8,2,-374.54,1,41.09,52.85
77.26,3.0,6,0,138.05,1,4.47,7.4
331.2,1.6,4,0,41.69,1,18.14,22.37
161.34,2.5,4,2,73.05,0,8.8,20.94
33.26,4.4,8,0,486.03,1,36.36,4.27
404.21,3.0,6,1,361.96,1,36.99,41.5
332.34,4.0,6,2,-318.34,1,39.92,54.9
202.66,2.0,4,1,-205.1,1,16.43,16.79
380.34,2.0,4,1,-269.14,1,19.81,35.74
74.86,2.0,4,2,-133.1,0,3.21,9.0
268.52,8.0,16,1,4.38,0,21.24,71.13
329.01,2.0,4,2,213.26,1,5.28,46.69
233.83,2.0,4,1,431.95,1,17.53,28.91
467.23,2.5,4,1,-294.53,0,37.5,30.45
174.28,3.0,6,0,128.46,0,40.45,18.62
197.25,5.6,8,1,-83.7,1,35.35,29.66
132.85,2.7,4,0,278.07,0,7.22,15.94
116.7,2.5,4,0,-144.86,0,24.33,9.76
83.87,3.5,6,0,-24.24,0,3.41,7.77
15.43,4.0,8,0,-172.24,0,44.89,1.58
227.49,3.0,6,0,340.33,1,20.92,19.93
395.18,2.0,4,2,32.82,0,19.87,44.43
372.81,2.5,4,1,-174.9,0,41.25,31.57
469.63,3.0,6,0,-413.04,0,25.13,41.08
115.99,3.0,6,1,-109.77,1,1.19,16.29
193.32,4.4,8,0,-30.87,0,36.4,27.02
249.16,2.4,4,1,-175.71,0,14.62,26.15
12.04,2.5,4,2,128.58,0,2.66,0.79
116.54,2.0,4,2,269.46,1,0.76,16.11
307.8,1.6,4,1,-308.56,0,30.42,18.68
9.53,3.0,6,0,-121.48,1,11.19,1.0
287.24,3.0,6,1,444.69,1,41.45,38.74
56.9,1.6,4,2,323.47,0,24.15,5.03
309.74,2.7,4,1,201.97,1,22.34,43.98
281.8,2.0,4,0,255.88,1,2.05,25.56
252.82,2.0,4,0,-115.36,0,15.66,21.53
52.21,3.5,6,1,125.84,0,38.11,5.63
325.23,3.5,6,1,439.87,1,27.79,39.69
140.42,2.5,4,1,351.56,1,31.27,17.04
184.97,5.3,8,1,-343.52,1,42.3,25.38
38.72,4.0,6,2,-96.24,0,26.1,6.74
200.52,3.0,6,0,-172.36,1,24.26,21.76
207.31,3.7,6,2,-125.26,0,24.48,28.47
462.76,1.8,4,0,-497.39,0,25.09,16.9
284.32,1.5,3,0,-162.17,0,42.65,20.12
137.24,3.0,6,2,96.0,0,30.95,16.19
170.41,6.2,8,0,-386.4,0,36.57,19.78
457.74,2.0,4,0,403.05,0,44.66,47.25
54.57,2.7,4,2,-422.24,1,13.99,9.16
28.27,2.5,4,1,307.28,0,33.54,2.81
365.18,1.5,4,1,-453.21,0,7.27,24.96
200.65,2.4,4,1,172.0,1,26.64,23.09
173.3,1.4,4,1,243.86,0,10.81,18.35
493.76,2.0,4,1,181.86,0,44.19,59.23
44.6,2.5,4,1,20.65,1,3.61,5.08
106.87,2.0,4,2,122.89,1,9.99,12.49
252.87,1.5,3,1,-378.89,1,27.4,17.85
484.15,3.5,6,0,-404.99,0,8.95,40.85
389.23,3.3,6,2,-184.57,1,35.56,53.86
83.67,3.0,6,2,27.7,1,34.48,10.82
16.42,2.4,4,2,-230.52,0,2.13,1.81
67.71,3.7,6,0,-483.94,1,12.75,6.31
406.76,2.0,4,0,212.67,1,37.26,35.04
246.63,3.8,6,2,327.83,0,18.59,49.79
243.44,2.5,4,0,-450.91,0,15.14,14.59
27.08,3.5,6,2,268.84,0,11.72,3.54
412.23,3.0,6,1,-472.59,1,20.04,35.73
396.59,4.0,6,2,389.04,0,3.63,88.54
170.6,2.0,4,2,364.91,1,40.54,28.04
220.58,2.0,4,2,495.39,1,2.75,33.99
97.94,2.0,4,1,-208.15,1,14.21,6.68
274.39,5.7,8,0,-71.1,1,41.92,32.6
71.12,3.6,6,1,406.73,1,37.64,10.24
395.68,2.0,4,1,-156.7,1,4.87,35.83
33.0,6.7,12,1,120.84,0,36.66,6.35
271.42,2.0,4,0,483.69,0,20.7,26.48
149.34,2.0,4,0,36.1,1,32.7,14.22
406.78,2.0,4,2,234.96,0,24.79,38.35
219.55,2.0,4,2,382.95,0,43.39,30.64
361.31,2.0,4,0,-436.79,0,40.96,29.41
325.0,3.5,6,2,-418.2,0,39.95,43.57
226.68,2.4,4,2,-473.46,0,1.66,25.34
310.48,2.5,4,2,-29.11,0,30.86,31.88
152.21,2.7,4,0,247.22,1,9.04,21.93
450.83,4.0,8,2,-251.08,1,3.68,77.56
232.25,3.0,6,0,198.65,0,42.8,25.56
277.16,3.5,6,0,5.3,1,4.24,26.22
17.38,2.0,4,1,155.37,1,18.89,1.68
113.74,3.9,8,1,-272.32,0,37.25,14.52
484.98,3.0,6,2,-73.5,0,23.15,57.96
337.43,6.2,8,1,85.47,1,38.37,53.35
29.69,3.6,6,2,-216.93,1,34.08,4.23
120.57,3.0,6,2,287.43,0,35.8,19.09
327.43,2.0,4,2,-311.03,0,36.99,28.86
254.75,3.6,6,0,175.44,1,12.7,24.55
22.19,2.0,4,1,457.79,1,21.33,2.43
317.37,4.0,8,0,-39.66,1,10.31,44.64
403.29,3.5,6,2,-63.95,0,4.13,42.77
289.16,5.7,8,2,-180.32,0,33.39,42.42
32.72,3.0,6,2,368.16,0,40.14,5.53
79.68,3.6,6,2,26.74,0,43.07,11.16
481.7,1.5,4,0,-306.47,0,4.48,29.34
331.59,2.0,4,0,237.7,1,10.6,34.25
151.86,1.8,4,2,180.75,0,22.3,15.5
493.11,5.3,8,1,-479.67,0,5.94,66.34
469.93,2.0,4,2,-254.61,1,38.94,52.98
210.63,2.0,4,2,-120.76,1,29.54,20.83
305.79,2.0,4,1,229.97,0,38.92,44.7
363.76,2.0,4,0,150.27,0,27.62,29.33
128.11,5.3,8,2,88.36,0,16.8,23.65
142.62,2.0,4,0,294.78,1,31.84,11.59
240.34,2.0,4,2,-300.93,0,34.64,26.06
472.22,2.0,4,0,295.32,0,19.53,31.92
262.66,3.5,6,2,-284.25,1,10.75,35.85
139.96,2.0,4,1,363.09,0,29.41,15.47
268.08,2.0,4,0,-180.22,0,33.74,22.99
399.71,3.7,6,1,-423.53,0,6.85,57.27
223.2,6.5,12,2,472.18,0,33.98,56.89
167.76,1.6,4,1,-409.06,0,44.67,12.52
362.45,2.4,4,0,-191.9,0,22.43,33.68
11.62,2.0,4,1,3.19,0,1.88,1.27
122.46,1.5,3,1,73.05,1,23.63,10.14
228.21,1.6,4,0,-279.82,1,3.71,10.32
493.65,3.0,4,2,451.54,1,36.38,67.29
358.3,3.6,6,1,358.86,1,38.86,48.54
184.82,2.7,4,0,370.67,0,31.38,18.57
230.98,4.0,8,2,-356.68,0,38.82,39.15
56.67,3.6,6,1,285.01,1,12.02,10.16
293.2,2.5,4,1,119.01,0,20.98,35.62
340.59,4.0,6,0,130.2,1,24.06,44.01
35.32,2.0,4,2,349.35,1,12.31,5.6
393.34,2.0,4,0,60.61,0,15.37,34.85
378.85,2.9,6,0,299.54,0,21.5,46.52
265.7,3.3,6,2,-474.09,1,18.03,32.81
455.89,3.6,6,0,314.94,0,34.6,50.35
362.76,2.4,4,0,170.59,0,37.34,26.78
435.46,2.4,4,0,351.3,0,5.48,45.58
355.21,5.3,8,0,-130.66,1,35.11,43.7
369.67,3.3,6,0,-198.19,1,25.2,29.22
305.17,2.7,4,1,366.52,0,33.21,43.55
84.24,6.2,8,0,364.57,1,18.6,11.99
135.05,1.3,3,2,-98.27,1,26.55,14.12
314.82,3.0,6,2,232.2,1,16.6,54.29
41.56,2.0,4,2,461.45,1,28.27,6.21
73.2,2.7,4,2,118.16,1,34.34,9.39
209.02,3.0,6,2,454.51,0,44.84,39.61
439.02,2.0,4,1,-222.21,0,23.84,39.57
438.19,2.0,4,2,245.56,0,10.17,54.49
25.86,4.0,8,0,350.37,0,8.24,3.78
103.57,2.4,4,2,292.33,0,38.19,15.66
28.01,3.6,6,1,-54.34,0,37.63,3.34
464.56,3.0,6,0,84.31,1,9.61,47.48
366.69,2.0,4,1,-472.17,0,10.78,35.61
105.55,1.6,4,0,-156.34,1,23.15,6.17
156.42,3.6,6,2,200.53,0,21.97,26.56
268.11,2.0,4,2,24.93,1,7.75,34.46
384.62,1.4,4,1,-407.82,0,37.34,26.64
366.72,3.0,6,1,70.86,0,5.57,52.3
289.89,2.0,4,0,-2.01,0,11.35,19.94
163.0,2.0,4,1,467.71,0,42.93,14.72
105.72,3.0,6,2,-289.04,0,15.6,11.86
386.56,1.6,4,0,188.48,0,4.66,30.47
194.81,6.3,12,1,363.21,1,2.68,42.81
145.18,1.5,4,0,-312.57,1,0.74,10.79
321.74,2.0,4,1,213.75,0,32.27,37.45
470.46,3.0,6,0,-65.36,0,31.9,44.04
210.93,2.3,4,0,-147.48,1,28.26,20.76
423.65,3.0,6,2,434.94,1,43.8,73.63
457.38,3.6,6,1,-371.74,0,41.51,48.63
411.55,2.0,4,1,284.28,0,19.66,21.66
475.4,2.0,4,2,361.59,1,26.67,64.94
25.61,3.0,6,0,-370.28,1,38.41,2.7
106.74,5.0,8,2,-493.9,1,31.89,14.55
285.13,3.0,6,0,-198.94,1,31.47,23.55
161.57,3.0,6,0,415.65,0,4.03,20.04
403.55,1.5,4,0,498.41,0,2.96,34.58
378.2,3.9,8,1,-456.2,0,16.98,48.54
469.04,2.0,4,0,-137.72,1,28.82,40.72
448.59,4.0,8,0,-120.28,1,41.36,60.95
437.87,1.5,3,2,319.27,1,22.93,51.21
407.53,4.0,6,0,-394.11,1,31.51,40.68
119.52,3.6,6,2,-478.52,1,6.43,15.89
387.61,2.0,4,0,-61.85,1,12.09,30.24
399.91,3.7,6,2,-431.08,1,43.67,54.64
411.01,2.0,4,1,-54.84,0,5.47,36.36
312.41,4.4,8,0,149.47,1,18.96,39.12
416.45,3.0,6,2,-175.08,0,43.62,61.75
407.79,3.0,6,2,-361.43,1,40.7,51.51
381.11,3.0,6,0,340.07,1,20.25,43.38
465.58,5.0,8,0,239.51,1,10.98,54.02
256.9,4.4,8,1,48.93,1,36.67,35.75
429.09,2.0,4,2,-457.97,1,11.57,53.71
401.15,3.5,6,2,-321.1,1,1.86,55.92
95.85,2.4,4,2,219.13,1,13.09,11.68
442.09,3.6,6,0,259.46,0,17.25,52.05
279.46,3.7,6,0,392.4,0,35.78,39.98
333.11,6.2,8,0,-321.03,0,38.86,38.24
232.96,1.6,4,1,46.46,1,6.84,13.91
114.39,4.4,8,1,219.79,0,35.62,20.14
60.27,3.0,6,2,170.33,1,1.58,9.03
471.79,2.0,4,0,-85.03,0,42.35,27.94
77.54,3.5,6,0,436.2,0,33.93,8.01
28.31,3.8,6,0,-402.63,0,25.82,2.8
151.74,2.5,4,0,381.48,0,20.16,19.37
153.19,4.4,8,0,-50.32,0,6.97,16.22
436.74,1.6,4,2,-172.03,0,4.33,43.05
369.95,3.5,6,2,-61.8,0,17.21,39.48
496.59,4.4,8,2,-14.56,0,12.95,95.07
93.01,4.0,6,1,347.33,1,4.62,15.13
143.87,3.8,6,0,11.2,1,42.42,14.1
267.1,3.0,6,1,433.22,1,2.17,37.65
124.04,2.0,4,1,218.99,1,21.49,13.75
338.19,1.5,4,1,-20.76,0,12.45,25.59
9.96,3.0,6,0,207.39,1,28.64,1.0
224.27,5.0,8,0,-235.26,0,22.17,22.14
235.97,3.3,6,2,477.93,1,18.57,39.95
335.37,1.6,4,2,197.57,1,41.05,35.47
462.16,5.6,8,2,94.25,1,22.1,87.28
86.77,3.0,6,0,347.49,0,43.68,10.61
73.26,2.0,4,2,-92.31,0,44.45,8.99
30.94,2.0,4,0,373.64,0,14.83,2.05
271.9,6.2,8,2,-469.43,1,32.1,43.78
486.1,3.5,6,2,-48.3,0,25.29,68.91
426.83,3.0,6,0,196.46,0,5.04,50.32
491.84,3.3,6,1,-82.22,0,35.93,58.1
200.05,2.4,4,2,377.09,0,32.66,25.8
374.03,2.0,4,0,-52.47,0,26.39,25.18
42.36,2.0,4,0,-253.68,1,41.93,2.78
40.6,3.5,6,1,-299.37,1,26.29,4.62
235.49,2.0,4,1,476.73,0,24.07,26.54
319.85,3.8,6,0,14.67,1,11.39,29.93
247.7,2.7,4,0,-370.31,1,0.42,24.68
203.71,3.9,8,2,352.25,0,37.7,42.18
347.5,1.6,4,2,-187.53,1,43.12,31.45
370.13,3.0,6,1,-20.24,0,34.43,31.71
154.13,3.0,6,2,464.5,1,40.83,33.63
336.98,3.0,6,1,38.97,1,40.92,44.85
414.09,5.6,8,1,478.12,1,17.51,78.57
47.9,3.6,6,2,-497.87,0,32.47,5.88
361.75,5.0,8,2,247.41,0,5.37,68.02
456.44,3.0,6,2,55.16,1,41.08,73.88
487.12,4.4,8,2,264.29,0,8.69,88.12
188.38,3.5,6,1,-486.98,0,27.14,18.54
353.25,4.0,8,0,55.47,0,19.92,45.33
391.92,3.6,6,2,461.33,0,14.16,76.64
281.59,3.6,6,2,-81.3,1,0.83,39.85
180.44,3.4,6,1,-67.71,0,37.91,20.21
253.51,1.5,3,0,385.28,1,27.65,20.44
303.16,2.0,4,2,356.33,1,1.53,53.91
181.4,2.7,4,2,-299.98,0,16.51,21.5
181.32,2.0,4,2,66.98,1,35.46,23.02
255.91,2.0,4,2,-301.11,0,28.31,25.58
196.59,2.0,4,1,-176.9,1,29.17,21.47
492.94,1.6,4,0,-208.45,1,9.8,31.13
193.9,2.5,4,2,-360.48,1,20.91,18.78
250.81,3.0,6,0,-287.2,0,23.56,19.34
422.93,5.0,8,0,187.22,0,14.07,48.88
71.27,3.3,6,0,370.99,1,22.1,6.63
475.69,4.4,8,0,485.4,1,23.56,60.82
79.49,6.7,12,0,-355.09,1,19.57,10.53
273.44,2.0,4,0,486.87,1,15.32,24.99
222.55,2.0,4,2,-2.34,0,18.62,19.25
280.6,3.4,6,2,-354.61,1,13.2,37.44
392.94,3.0,6,0,446.53,0,33.68,50.43
460.88,2.0,4,0,-47.17,1,31.93,35.47
288.85,2.0,4,1,449.9,1,16.57,34.41
248.04,2.0,4,1,339.5,1,27.91,26.96
82.22,2.5,4,1,441.72,0,22.44,8.29
473.56,3.0,6,1,312.44,1,11.49,68.91
477.18,4.0,6,2,-291.76,0,44.64,74.87
179.32,3.7,6,0,-154.14,1,9.95,16.86
167.39,2.5,4,1,143.16,1,43.79,10.33
242.74,3.0,6,0,-316.03,1,13.82,17.36
422.74,6.2,8,2,69.23,1,32.94,75.42
312.63,4.4,8,2,-458.62,1,11.78,53.18
384.61,3.0,6,1,133.73,1,44.34,44.09
480.38,2.7,6,2,355.35,0,16.29,78.79
